order_id,date_of_order,product_id,price,name,quantity
19,2019-08-03 18:00:00,46,3.95,Masala Sauce,1
19,2019-08-03 18:00:00,36,3.95,Mushroom Rice,1
19,2019-08-03 18:00:00,17,2.95,Bottle Coke,1
19,2019-08-03 18:00:00,14,2.95,Peshwari Naan,1
19,2019-08-03 18:00:00,217,11.95,Tandoori Mixed Grill,2
19,2019-08-03 18:00:00,6,0.8,Plain Papadum,3
19,2019-08-03 18:00:00,1,0.5,Mint Sauce,1
19,2019-08-03 18:00:00,3,0.5,Mango Chutney,1
19,2019-08-03 18:00:00,37,3.95,Korma Sauce,1
20,2019-08-03 17:58:00,199,9.95,Pathia - Prawn,1
20,2019-08-03 17:58:00,176,9.95,Chicken Biryani,1
20,2019-08-03 17:58:00,14,2.95,Peshwari Naan,2
20,2019-08-03 17:58:00,6,0.8,Plain Papadum,1
20,2019-08-03 17:58:00,1,0.5,Mint Sauce,1
21,2019-08-03 17:57:00,105,8.95,Chicken Tikka Jalfrezi,1
21,2019-08-03 17:57:00,116,8.95,Bhuna - Lamb,1
21,2019-08-03 17:57:00,34,3.95,Special Fried Rice,2
21,2019-08-03 17:57:00,14,2.95,Peshwari Naan,1
21,2019-08-03 17:57:00,79,5.95,Aloo Gobi,1
21,2019-08-03 17:57:00,103,8.95,Chicken Tikka Masala,1
22,2019-08-03 17:52:00,35,3.95,Meat Samosa,1
22,2019-08-03 17:52:00,80,5.95,Mixed Vegetable Curry,1
22,2019-08-03 17:52:00,138,8.95,Dupiaza - Lamb,1
22,2019-08-03 17:52:00,29,3.95,Lemon Rice,1
22,2019-08-03 17:52:00,106,8.95,Methi - Lamb,1
22,2019-08-03 17:52:00,15,2.95,Pilau Rice,1
22,2019-08-03 17:52:00,19,2.95,Garlic Naan,1
22,2019-08-03 17:52:00,28,3.95,Onion Bhajee,1
22,2019-08-03 17:52:00,7,0.8,Spicy Papadum,1
23,2019-08-03 17:18:00,11,2.6,Plain Naan,1
23,2019-08-03 17:18:00,15,2.95,Pilau Rice,1
23,2019-08-03 17:18:00,103,8.95,Chicken Tikka Masala,1
23,2019-08-03 17:18:00,116,8.95,Bhuna - Lamb,1
23,2019-08-03 17:18:00,6,0.8,Plain Papadum,2
24,2019-08-03 16:21:00,170,9.95,Lamb Biryani,1
24,2019-08-03 16:21:00,11,2.6,Plain Naan,2
25,2019-08-02 20:23:00,58,4.95,Lamb Tikka,1
25,2019-08-02 20:23:00,28,3.95,Onion Bhajee,1
25,2019-08-02 20:23:00,66,5.95,Saag Paneer,1
25,2019-08-02 20:23:00,103,8.95,Chicken Tikka Masala,1
25,2019-08-02 20:23:00,42,3.95,Keema Rice,1
25,2019-08-02 20:23:00,119,8.95,Rogon - Lamb,1
25,2019-08-02 20:23:00,174,9.95,Chicken Tikka Karahi,1
25,2019-08-02 20:23:00,15,2.95,Pilau Rice,1
25,2019-08-02 20:23:00,73,5.95,Bombay Aloo,1
26,2019-08-02 20:18:00,28,3.95,Onion Bhajee,1
26,2019-08-02 20:18:00,30,3.95,French Fries,1
26,2019-08-02 20:18:00,103,8.95,Chicken Tikka Masala,1
26,2019-08-02 20:18:00,102,8.95,Korma - Chicken,1
26,2019-08-02 20:18:00,11,2.6,Plain Naan,1
26,2019-08-02 20:18:00,15,2.95,Pilau Rice,1
27,2019-08-02 19:33:00,54,4.95,Aloo Chaat,1
27,2019-08-02 19:33:00,103,8.95,Chicken Tikka Masala,1
27,2019-08-02 19:33:00,19,2.95,Garlic Naan,1
27,2019-08-02 19:33:00,15,2.95,Pilau Rice,1
27,2019-08-02 19:33:00,108,8.95,Bhuna - Chicken,1
28,2019-08-02 19:19:00,6,0.8,Plain Papadum,3
28,2019-08-02 19:19:00,29,3.95,Lemon Rice,1
28,2019-08-02 19:19:00,196,9.95,Lamb Mysore,1
28,2019-08-02 19:19:00,118,8.95,Dhansak - Chicken,1
28,2019-08-02 19:19:00,8,1.95,Chapati,1
29,2019-08-02 19:14:00,170,9.95,Lamb Biryani,2
29,2019-08-02 19:14:00,14,2.95,Peshwari Naan,1
30,2019-08-02 18:41:00,28,3.95,Onion Bhajee,1
30,2019-08-02 18:41:00,79,5.95,Aloo Gobi,1
30,2019-08-02 18:41:00,176,9.95,Chicken Biryani,1
30,2019-08-02 18:41:00,90,7.95,Madras - Chicken,1
30,2019-08-02 18:41:00,102,8.95,Korma - Chicken,1
30,2019-08-02 18:41:00,165,9.95,Chicken Balti,1
30,2019-08-02 18:41:00,130,8.95,Chicken Tikka Chilli Masala,1
30,2019-08-02 18:41:00,187,9.95,Lal Mirch Chicken,1
30,2019-08-02 18:41:00,191,9.95,Korma - Prawn,1
30,2019-08-02 18:41:00,230,12.95,Korma - King Prawn,1
30,2019-08-02 18:41:00,18,2.95,Plain Rice,1
30,2019-08-02 18:41:00,36,3.95,Mushroom Rice,2
30,2019-08-02 18:41:00,19,2.95,Garlic Naan,1
30,2019-08-02 18:41:00,13,2.95,Keema Naan,1
30,2019-08-02 18:41:00,14,2.95,Peshwari Naan,1
30,2019-08-02 18:41:00,6,0.8,Plain Papadum,10
30,2019-08-02 18:41:00,7,0.8,Spicy Papadum,2
30,2019-08-02 18:41:00,3,0.5,Mango Chutney,2
30,2019-08-02 18:41:00,5,0.5,Onion Chutney,6
30,2019-08-02 18:41:00,4,0.5,Red Sauce,4
30,2019-08-02 18:41:00,1,0.5,Mint Sauce,2
31,2019-08-02 18:18:00,93,7.95,Vindaloo - Chicken,1
31,2019-08-02 18:18:00,94,7.95,Madras - Chicken Tikka,1
31,2019-08-02 18:18:00,18,2.95,Plain Rice,2
31,2019-08-02 18:18:00,11,2.6,Plain Naan,2
31,2019-08-02 18:18:00,90,7.95,Madras - Chicken,1
31,2019-08-02 18:18:00,6,0.8,Plain Papadum,4
31,2019-08-02 18:18:00,73,5.95,Bombay Aloo,1
32,2019-08-02 17:57:00,105,8.95,Chicken Tikka Jalfrezi,1
32,2019-08-02 17:57:00,15,2.95,Pilau Rice,1
32,2019-08-02 17:57:00,6,0.8,Plain Papadum,2
32,2019-08-02 17:57:00,7,0.8,Spicy Papadum,1
32,2019-08-02 17:57:00,48,3.95,Vindaloo Sauce,1
33,2019-08-02 17:43:00,28,3.95,Onion Bhajee,1
33,2019-08-02 17:43:00,3,0.5,Mango Chutney,1
33,2019-08-02 17:43:00,35,3.95,Meat Samosa,1
33,2019-08-02 17:43:00,68,5.95,Chicken Pakora,1
33,2019-08-02 17:43:00,170,9.95,Lamb Biryani,1
33,2019-08-02 17:43:00,176,9.95,Chicken Biryani,1
33,2019-08-02 17:43:00,212,10.95,Chicken Tikka Biryani,1
33,2019-08-02 17:43:00,79,5.95,Aloo Gobi,1
34,2019-08-02 17:26:00,105,8.95,Chicken Tikka Jalfrezi,1
34,2019-08-02 17:26:00,73,5.95,Bombay Aloo,1
34,2019-08-02 17:26:00,72,5.95,Chana Masala,1
34,2019-08-02 17:26:00,112,8.95,Dupiaza - Chicken,1
34,2019-08-02 17:26:00,13,2.95,Keema Naan,1
34,2019-08-02 17:26:00,15,2.95,Pilau Rice,1
34,2019-08-02 17:26:00,36,3.95,Mushroom Rice,1
35,2019-08-02 14:11:00,71,5.95,Muttar Paneer,1
35,2019-08-02 14:11:00,19,2.95,Garlic Naan,1
35,2019-08-02 14:11:00,36,3.95,Mushroom Rice,1
35,2019-08-02 14:11:00,11,2.6,Plain Naan,1
36,2019-08-02 11:35:00,110,8.95,Chicken Tikka (Main),2
36,2019-08-02 11:35:00,217,11.95,Tandoori Mixed Grill,1
36,2019-08-02 11:35:00,103,8.95,Chicken Tikka Masala,1
36,2019-08-02 11:35:00,92,7.95,Curry - Chicken,1
36,2019-08-02 11:35:00,73,5.95,Bombay Aloo,2
36,2019-08-02 11:35:00,71,5.95,Muttar Paneer,1
36,2019-08-02 11:35:00,11,2.6,Plain Naan,4
36,2019-08-02 11:35:00,15,2.95,Pilau Rice,4
36,2019-08-02 11:35:00,42,3.95,Keema Rice,1
36,2019-08-02 11:35:00,54,4.95,Aloo Chaat,1
36,2019-08-02 11:35:00,165,9.95,Chicken Balti,1
36,2019-08-02 11:35:00,163,9.95,Chicken Shashlick,1
36,2019-08-02 11:35:00,194,9.95,Vegetable Balti,1
36,2019-08-02 11:35:00,77,5.95,Cauliflower Bhajee,1
36,2019-08-02 11:35:00,93,7.95,Vindaloo - Chicken,1
37,2019-08-01 20:42:00,167,9.95,Butter Chicken,1
37,2019-08-01 20:42:00,214,10.95,Prawn Balti,1
38,2019-08-01 19:51:00,136,8.95,Tandoori Chicken Masala,1
38,2019-08-01 19:51:00,92,7.95,Curry - Chicken,1
38,2019-08-01 19:51:00,79,5.95,Aloo Gobi,1
38,2019-08-01 19:51:00,11,2.6,Plain Naan,1
38,2019-08-01 19:51:00,15,2.95,Pilau Rice,1
38,2019-08-01 19:51:00,6,0.8,Plain Papadum,1
38,2019-08-01 19:51:00,4,0.5,Red Sauce,1
38,2019-08-01 19:51:00,3,0.5,Mango Chutney,1
38,2019-08-01 19:51:00,82,5.95,Mixed Starter,1
39,2019-08-01 19:16:00,91,7.95,Madras - Lamb,1
39,2019-08-01 19:16:00,36,3.95,Mushroom Rice,1
39,2019-08-01 19:16:00,30,3.95,French Fries,1
39,2019-08-01 19:16:00,102,8.95,Korma - Chicken,2
39,2019-08-01 19:16:00,11,2.6,Plain Naan,1
39,2019-08-01 19:16:00,19,2.95,Garlic Naan,1
40,2019-08-01 18:45:00,6,0.8,Plain Papadum,4
40,2019-08-01 18:45:00,104,8.95,Pathia - Chicken Tikka,2
40,2019-08-01 18:45:00,69,5.95,COBRA ( LARGE ),1
40,2019-08-01 18:45:00,248,17.95,House white wine 75cl,1
40,2019-08-01 18:45:00,15,2.95,Pilau Rice,2
41,2019-08-01 18:41:00,58,4.95,Lamb Tikka,1
41,2019-08-01 18:41:00,2,0.5,Lime Pickle,1
41,2019-08-01 18:41:00,5,0.5,Onion Chutney,1
41,2019-08-01 18:41:00,18,2.95,Plain Rice,1
41,2019-08-01 18:41:00,227,12.95,King Prawn Shaslick,1
41,2019-08-01 18:41:00,69,5.95,COBRA ( LARGE ),2
42,2019-08-01 18:21:00,212,10.95,Chicken Tikka Biryani,1
42,2019-08-01 18:21:00,43,3.95,Stuffed Paratha,1
42,2019-08-01 18:21:00,35,3.95,Meat Samosa,1
43,2019-08-01 18:02:00,18,2.95,Plain Rice,1
43,2019-08-01 18:02:00,11,2.6,Plain Naan,2
43,2019-08-01 18:02:00,80,5.95,Mixed Vegetable Curry,1
43,2019-08-01 18:02:00,79,5.95,Aloo Gobi,1
43,2019-08-01 18:02:00,40,3.95,Curry Sauce,1
43,2019-08-01 18:02:00,3,0.5,Mango Chutney,1
43,2019-08-01 18:02:00,12,2.95,Raitha,1
44,2019-08-01 17:59:00,90,7.95,Madras - Chicken,1
44,2019-08-01 17:59:00,11,2.6,Plain Naan,1
44,2019-08-01 17:59:00,22,2.95,Bottle Diet Coke,1
44,2019-08-01 17:59:00,18,2.95,Plain Rice,1
45,2019-08-01 17:34:00,73,5.95,Bombay Aloo,1
45,2019-08-01 17:34:00,105,8.95,Chicken Tikka Jalfrezi,1
45,2019-08-01 17:34:00,36,3.95,Mushroom Rice,1
45,2019-08-01 17:34:00,6,0.8,Plain Papadum,2
46,2019-08-01 13:33:00,77,5.95,Cauliflower Bhajee,1
46,2019-08-01 13:33:00,118,8.95,Dhansak - Chicken,1
46,2019-08-01 13:33:00,65,5.95,Tarka Dall,2
46,2019-08-01 13:33:00,78,5.95,Saag Dall,1
47,2019-08-01 12:33:00,93,7.95,Vindaloo - Chicken,2
47,2019-08-01 12:33:00,34,3.95,Special Fried Rice,1
47,2019-08-01 12:33:00,11,2.6,Plain Naan,1
47,2019-08-01 12:33:00,73,5.95,Bombay Aloo,1
48,2019-07-31 21:10:00,170,9.95,Lamb Biryani,1
48,2019-07-31 21:10:00,176,9.95,Chicken Biryani,1
48,2019-07-31 21:10:00,73,5.95,Bombay Aloo,1
48,2019-07-31 21:10:00,14,2.95,Peshwari Naan,1
49,2019-07-31 20:35:00,133,8.95,Dhansak - Lamb,1
49,2019-07-31 20:35:00,102,8.95,Korma - Chicken,1
49,2019-07-31 20:35:00,11,2.6,Plain Naan,1
49,2019-07-31 20:35:00,15,2.95,Pilau Rice,1
50,2019-07-31 20:11:00,15,2.95,Pilau Rice,2
50,2019-07-31 20:11:00,103,8.95,Chicken Tikka Masala,2
50,2019-07-31 20:11:00,94,7.95,Madras - Chicken Tikka,1
50,2019-07-31 20:11:00,28,3.95,Onion Bhajee,2
51,2019-07-31 20:05:00,105,8.95,Chicken Tikka Jalfrezi,1
51,2019-07-31 20:05:00,15,2.95,Pilau Rice,1
51,2019-07-31 20:05:00,11,2.6,Plain Naan,1
51,2019-07-31 20:05:00,16,2.95,Green Salad,1
52,2019-07-31 19:54:00,60,4.95,Sheek Kebab,1
52,2019-07-31 19:54:00,171,9.95,Vegetable Biryani,1
52,2019-07-31 19:54:00,54,4.95,Aloo Chaat,1
52,2019-07-31 19:54:00,219,11.95,Madras - King Prawn,1
52,2019-07-31 19:54:00,15,2.95,Pilau Rice,2
52,2019-07-31 19:54:00,167,9.95,Butter Chicken,1
52,2019-07-31 19:54:00,6,0.8,Plain Papadum,1
53,2019-07-31 19:35:00,103,8.95,Chicken Tikka Masala,1
53,2019-07-31 19:35:00,11,2.6,Plain Naan,5
53,2019-07-31 19:35:00,148,8.95,Rogon - Chicken,1
53,2019-07-31 19:35:00,110,8.95,Chicken Tikka (Main),1
53,2019-07-31 19:35:00,94,7.95,Madras - Chicken Tikka,2
53,2019-07-31 19:35:00,19,2.95,Garlic Naan,1
53,2019-07-31 19:35:00,73,5.95,Bombay Aloo,1
53,2019-07-31 19:35:00,74,5.95,Saag Aloo,1
53,2019-07-31 19:35:00,30,3.95,French Fries,1
53,2019-07-31 19:35:00,15,2.95,Pilau Rice,2
53,2019-07-31 19:35:00,28,3.95,Onion Bhajee,3
54,2019-07-31 19:31:00,6,0.8,Plain Papadum,4
54,2019-07-31 19:31:00,1,0.5,Mint Sauce,1
54,2019-07-31 19:31:00,174,9.95,Chicken Tikka Karahi,1
54,2019-07-31 19:31:00,81,5.95,Mushroom Bhajee,1
54,2019-07-31 19:31:00,18,2.95,Plain Rice,2
55,2019-07-31 19:17:00,53,3.95,Chicken Tikka,1
55,2019-07-31 19:17:00,70,5.95,Royal Paneer,1
55,2019-07-31 19:17:00,19,2.95,Garlic Naan,1
55,2019-07-31 19:17:00,22,2.95,Bottle Diet Coke,1
56,2019-07-31 19:05:00,102,8.95,Korma - Chicken,1
56,2019-07-31 19:05:00,14,2.95,Peshwari Naan,1
56,2019-07-31 19:05:00,29,3.95,Lemon Rice,1
56,2019-07-31 19:05:00,36,3.95,Mushroom Rice,1
56,2019-07-31 19:05:00,193,9.95,Lamb Sylhet,1
57,2019-07-31 19:02:00,7,0.8,Spicy Papadum,2
57,2019-07-31 19:02:00,4,0.5,Red Sauce,1
57,2019-07-31 19:02:00,18,2.95,Plain Rice,1
57,2019-07-31 19:02:00,131,8.95,Dupiaza - Chicken Tikka,1
57,2019-07-31 19:02:00,8,1.95,Chapati,1
58,2019-07-31 18:58:00,135,8.95,Saag - Chicken,1
58,2019-07-31 18:58:00,66,5.95,Saag Paneer,1
58,2019-07-31 18:58:00,45,3.95,Saag Rice,1
59,2019-07-31 18:50:00,60,4.95,Sheek Kebab,1
59,2019-07-31 18:50:00,6,0.8,Plain Papadum,3
59,2019-07-31 18:50:00,122,8.95,Lamb Tikka Masala,1
59,2019-07-31 18:50:00,15,2.95,Pilau Rice,1
59,2019-07-31 18:50:00,13,2.95,Keema Naan,1
59,2019-07-31 18:50:00,30,3.95,French Fries,1
60,2019-07-31 17:16:00,42,3.95,Keema Rice,1
60,2019-07-31 17:16:00,73,5.95,Bombay Aloo,1
60,2019-07-31 17:16:00,91,7.95,Madras - Lamb,1
61,2019-07-31 13:55:00,170,9.95,Lamb Biryani,1
61,2019-07-31 13:55:00,144,8.95,Lamb Tikka Chilli Masala,1
61,2019-07-31 13:55:00,19,2.95,Garlic Naan,1
62,2019-07-30 21:05:00,185,9.95,Paneer Tikka Sizzler,1
62,2019-07-30 21:05:00,48,3.95,Vindaloo Sauce,1
62,2019-07-30 21:05:00,18,2.95,Plain Rice,1
62,2019-07-30 21:05:00,30,3.95,French Fries,1
63,2019-07-30 20:10:00,182,9.95,Chicken Mysore,1
63,2019-07-30 20:10:00,19,2.95,Garlic Naan,3
63,2019-07-30 20:10:00,180,9.95,Lamb Chilli Garlic,1
64,2019-07-30 19:55:00,54,4.95,Aloo Chaat,1
64,2019-07-30 19:55:00,217,11.95,Tandoori Mixed Grill,1
64,2019-07-30 19:55:00,10,2.6,Tandoori Roti,1
65,2019-07-30 18:43:00,63,5.95,King Prawn Puree,1
65,2019-07-30 18:43:00,6,0.8,Plain Papadum,1
65,2019-07-30 18:43:00,163,9.95,Chicken Shashlick,1
65,2019-07-30 18:43:00,64,5.95,Bhindi Bhajee,1
65,2019-07-30 18:43:00,27,3.95,Dhansak Sauce,1
66,2019-07-30 18:43:00,28,3.95,Onion Bhajee,2
66,2019-07-30 18:43:00,65,5.95,Tarka Dall,1
66,2019-07-30 18:43:00,66,5.95,Saag Paneer,1
66,2019-07-30 18:43:00,67,5.95,Baingan Hari Mirch,1
67,2019-07-30 18:38:00,90,7.95,Madras - Chicken,1
67,2019-07-30 18:38:00,29,3.95,Lemon Rice,1
67,2019-07-30 18:38:00,7,0.8,Spicy Papadum,1
67,2019-07-30 18:38:00,30,3.95,French Fries,1
68,2019-07-30 18:33:00,1,0.5,Mint Sauce,1
68,2019-07-30 18:33:00,2,0.5,Lime Pickle,1
69,2019-07-30 18:01:00,3,0.5,Mango Chutney,2
70,2019-07-30 17:35:00,4,0.5,Red Sauce,1
71,2019-07-30 17:00:00,5,0.5,Onion Chutney,1
71,2019-07-30 17:00:00,4,0.5,Red Sauce,1
72,2019-07-29 22:21:00,4,0.5,Red Sauce,1
73,2019-07-29 20:03:00,3,0.5,Mango Chutney,1
74,2019-07-29 17:20:00,1,0.5,Mint Sauce,1
75,2019-07-28 20:00:00,3,0.5,Mango Chutney,1
75,2019-07-28 20:00:00,1,0.5,Mint Sauce,1
75,2019-07-28 20:00:00,5,0.5,Onion Chutney,1
76,2019-07-28 19:29:00,5,0.5,Onion Chutney,1
77,2019-07-28 19:29:00,3,0.5,Mango Chutney,1
77,2019-07-28 19:29:00,1,0.5,Mint Sauce,1
78,2019-07-28 17:58:00,3,0.5,Mango Chutney,1
78,2019-07-28 17:58:00,1,0.5,Mint Sauce,1
79,2019-07-28 17:41:00,3,0.5,Mango Chutney,1
80,2019-07-28 17:10:00,3,0.5,Mango Chutney,1
81,2019-07-27 20:28:00,3,0.5,Mango Chutney,1
81,2019-07-27 20:28:00,1,0.5,Mint Sauce,1
82,2019-07-27 19:49:00,3,0.5,Mango Chutney,2
82,2019-07-27 19:49:00,2,0.5,Lime Pickle,1
83,2019-07-27 19:36:00,3,0.5,Mango Chutney,1
84,2019-07-27 19:35:00,1,0.5,Mint Sauce,1
84,2019-07-27 19:35:00,4,0.5,Red Sauce,1
85,2019-07-27 19:35:00,1,0.5,Mint Sauce,1
85,2019-07-27 19:35:00,3,0.5,Mango Chutney,1
86,2019-07-27 19:23:00,1,0.5,Mint Sauce,2
87,2019-07-27 18:56:00,3,0.5,Mango Chutney,1
87,2019-07-27 18:56:00,1,0.5,Mint Sauce,1
88,2019-07-27 18:18:00,3,0.5,Mango Chutney,1
89,2019-07-27 18:11:00,3,0.5,Mango Chutney,1
90,2019-07-27 18:01:00,1,0.5,Mint Sauce,1
90,2019-07-27 18:01:00,3,0.5,Mango Chutney,1
91,2019-07-27 16:55:00,5,0.5,Onion Chutney,2
91,2019-07-27 16:55:00,4,0.5,Red Sauce,2
91,2019-07-27 16:55:00,1,0.5,Mint Sauce,2
91,2019-07-27 16:55:00,3,0.5,Mango Chutney,1
91,2019-07-27 16:55:00,2,0.5,Lime Pickle,1
92,2019-07-26 20:42:00,1,0.5,Mint Sauce,1
93,2019-07-26 19:51:00,3,0.5,Mango Chutney,1
94,2019-07-26 19:42:00,3,0.5,Mango Chutney,1
94,2019-07-26 19:42:00,4,0.5,Red Sauce,1
95,2019-07-26 19:42:00,4,0.5,Red Sauce,1
95,2019-07-26 19:42:00,3,0.5,Mango Chutney,1
95,2019-07-26 19:42:00,1,0.5,Mint Sauce,1
96,2019-07-26 19:33:00,4,0.5,Red Sauce,1
96,2019-07-26 19:33:00,3,0.5,Mango Chutney,1
96,2019-07-26 19:33:00,1,0.5,Mint Sauce,1
97,2019-07-26 19:12:00,1,0.5,Mint Sauce,1
97,2019-07-26 19:12:00,4,0.5,Red Sauce,1
98,2019-07-26 18:32:00,3,0.5,Mango Chutney,1
99,2019-07-26 18:14:00,3,0.5,Mango Chutney,1
99,2019-07-26 18:14:00,2,0.5,Lime Pickle,1
100,2019-07-26 17:56:00,3,0.5,Mango Chutney,1
101,2019-07-26 17:46:00,1,0.5,Mint Sauce,2
101,2019-07-26 17:46:00,5,0.5,Onion Chutney,1
101,2019-07-26 17:46:00,4,0.5,Red Sauce,1
101,2019-07-26 17:46:00,2,0.5,Lime Pickle,1
102,2019-07-25 19:51:00,5,0.5,Onion Chutney,1
102,2019-07-25 19:51:00,4,0.5,Red Sauce,1
